Disaster,,,,,,,,,,
ID,ORGANIZATION,YEAR_,START_DATE,END_DATE,UNIT,NAME,CAUSE,LOCALITY,DESTRUCTION (in Thousand Dollars),TOTAL_ACRES
2212,FWS,1984,6/30/1984 0:00,6/30/1984 0:00,81620,HUNTER CRW,Human,CAL,6,30
2213,FWS,1984,6/30/1984 0:00,6/30/1984 0:00,81620,HUNTER CRE,Human,CAL,6,10
2214,FWS,1989,06-04-1989 00:00,06-04-1989 00:00,81620,HEADQTRS,Natural,CAL,6,78
2215,FWS,1984,7/24/1984 0:00,7/24/1984 0:00,81620,SACTO T-26,Human,CAL,6,3
2216,FWS,1997,08-10-1997 00:00,08-11-1997 00:00,81620,TR 10/C 4,Human,CAL,6,30
2217,FWS,1984,08-07-1984 00:00,08-07-1984 00:00,81620,SACTO T-42,Human,UTA,49,8
2218,FWS,1984,08-10-1984 00:00,08-11-1984 00:00,81620,SACTO T-4,Human,CAL,6,65
2219,FWS,1987,5/15/1987 0:00,5/16/1987 0:00,81620,TRACT 30,Natural,CAL,6,6.5
2220,FWS,1989,8/17/1989 0:00,8/17/1989 0:00,81620,TRACT 36,Human,CAL,6,5
2221,FWS,1985,06-06-1985 00:00,06-06-1985 00:00,81620,TRACT 31,Human,CAL,6,30
2222,FWS,1985,6/25/1985 0:00,6/25/1985 0:00,81620,TRACT 35 2,Human,CAL,6,5
2223,FWS,1990,07-06-1990 00:00,07-06-1990 00:00,81620,PHANTOM,Human,CAL,6,2
2224,FWS,1988,9/28/1988 0:00,9/28/1988 0:00,81620,TRACT 30,Human,CAL,6,22
2225,FWS,1985,8/15/1985 0:00,8/16/1985 0:00,81620,HUNTER CR,Human,CAL,6,40
2226,FWS,2001,7/16/2001 0:00,7/16/2001 0:00,81620,DAM 3,Human,CAL,6,0.1
2227,FWS,2001,4/16/2001 0:00,,81620,TRACT D,Human,CAL,6,1.1
2228,FWS,1990,09-11-1990 00:00,09-11-1990 00:00,81620,TRACT D,Human,CAL,6,110
2229,FWS,1991,9/16/1991 0:00,9/16/1991 0:00,81620,MAXWELLHWY,Human,CAL,6,2.5
2230,FWS,1990,9/26/1990 0:00,9/26/1990 0:00,81620,TRACT 13,Human,CAL,6,2
2231,FWS,1992,8/13/1992 0:00,,81620,FISHING,Human,CAL,6,0.1
2232,FWS,1992,8/17/1992 0:00,8/17/1992 0:00,81620,HQ,Human,CAL,6,0.2
2233,FWS,1990,11-12-1990 00:00,11-12-1990 00:00,81620,TRACT 39,Human,CAL,6,1
2234,FWS,1992,09-11-1992 00:00,09-11-1992 00:00,81620,LAWNMWR,Human,CAL,6,1
2235,FWS,1991,10/20/1991 0:00,10/20/1991 0:00,81620,FREEWAY 1,Human,CAL,6,15
2236,FWS,1991,11/14/1991 0:00,11/14/1991 0:00,81620,FREEWAY 2,Human,CAL,6,10
2237,FWS,1993,09-02-1993 00:00,09-02-1993 00:00,81620,INCINERATO,Human,CAL,6,3
2238,FWS,2002,05-07-2002 00:00,05-07-2002 00:00,81620,SAC T14.3,Human,CAL,6,0.1
2239,FWS,1993,9/14/1993 0:00,9/14/1993 0:00,81620,TRACT F,Human,CAL,6,100
2240,FWS,2002,06-10-2002 00:00,06-11-2002 00:00,81620,RAILROAD,Human,CAL,6,45
2241,FWS,2002,07-08-2002 00:00,7/15/2002 0:00,81620,SAC AB,Human,CAL,6,750
2242,FWS,2000,9/20/2000 0:00,9/21/2000 0:00,81620,POOL12 WF,Human,CAL,6,125
2243,FWS,1996,08-01-1996 00:00,08-01-1996 00:00,81620,SAC T24,Human,CAL,6,10
2244,FWS,1999,4/30/1999 0:00,4/30/1999 0:00,81620,TRACT D.1,Human,CAL,6,0.2
2245,FWS,2001,07-10-2001 00:00,7/14/2001 0:00,81620,POOL11,Human,CAL,6,150
2246,FWS,2003,08-12-2003 00:00,08-12-2003 00:00,81620,REBAR,Human,CAL,6,0.1
2247,FWS,2004,7/16/2004 0:00,7/16/2004 0:00,81620,TRACT 22,Human,CAL,6,0.5
2248,FWS,2004,08-02-2004 00:00,08-02-2004 00:00,81620,TRACT 16,Human,CAL,6,0.1
2249,FWS,2005,7/20/2005 0:00,7/20/2005 0:00,81620,RAILROAD 1,Human,CAL,6,0.3
2250,FWS,2005,4/20/2005 0:00,4/20/2005 0:00,81620,TRACT 44,Human,CAL,6,1.6
2251,FWS,2006,9/16/2006 0:00,9/16/2006 0:00,81619,SAC T45,Human,CAL,6,6.8
2252,FWS,2006,9/20/2006 0:00,9/20/2006 0:00,81619,SAC T19C2,Human,CAL,6,0.5
2253,FWS,2006,05-05-2006 00:00,05-05-2006 00:00,81619,TRACT 1,Human,CAL,6,0.1
2254,FWS,1988,1/25/1988 0:00,1/25/1988 0:00,81681,TJESTUARY,Human,CAL,6,3.5
2255,FWS,1991,4/23/1991 0:00,4/23/1991 0:00,81681,SEACOAST,Human,CAL,6,0.5
2256,FWS,1991,6/20/1991 0:00,6/20/1991 0:00,81681,IMMIGRANTS,Human,CAL,6,1.5
2257,FWS,1991,09-03-1991 00:00,09-03-1991 00:00,81681,RING,Human,CAL,6,2
2258,FWS,1991,10-01-1991 00:00,10-01-1991 00:00,81681,TRAIL,Human,CAL,6,0.1
2259,FWS,1990,4/30/1990 0:00,4/30/1990 0:00,81681,TJ RIVER,Human,CAL,6,0.1
2260,FWS,1990,06-01-1990 00:00,06-01-1990 00:00,81681,BP,Human,CAL,6,0.5
2261,FWS,1990,7/28/1990 0:00,7/28/1990 0:00,81681,SOUTHRIVER,Human,CAL,6,0.5
2262,FWS,1990,10/25/1990 0:00,10/25/1990 0:00,81681,SPOT,Human,CAL,6,0.1
2263,FWS,1990,11/27/1990 0:00,11/27/1990 0:00,81681,TRANSIENTS,Human,CAL,6,0.9
2264,FWS,1988,6/30/1988 0:00,6/30/1988 0:00,81681,3RD AND IB,Human,CAL,6,0.5
2265,FWS,1988,09-08-1988 00:00,09-08-1988 00:00,81681,TJ RIVER,Human,CAL,6,1
2266,FWS,1997,9/18/1997 0:00,9/18/1997 0:00,81681,BONFIRE,Human,CAL,6,0.1
2267,FWS,1987,12/23/1987 0:00,12/24/1987 0:00,81681,SUNSET AVE,Human,CAL,6,1.5
2268,FWS,1995,10/28/1995 0:00,10/28/1995 0:00,81681,REFUGE,Human,CAL,6,0.3
2269,FWS,1993,4/19/1993 0:00,4/19/1993 0:00,81681,GROVE ST.,Human,CAL,6,0.1
2270,FWS,1992,7/30/1992 0:00,7/30/1992 0:00,81681,ESTUARY,Human,CAL,6,7
2271,FWS,1995,8/29/1995 0:00,8/29/1995 0:00,81681,TRANSIENTS,Human,CAL,6,4
2272,FWS,1995,05-02-1995 00:00,05-02-1995 00:00,81681,DECK,Human,CAL,6,0.1
2273,FWS,1993,07-06-1993 00:00,07-06-1993 00:00,81681,THIRD ST.,Human,CAL,6,0.3
2274,FWS,2002,6/16/2002 0:00,6/17/2002 0:00,81681,MONUMENT,Human,CAL,6,80
2275,FWS,1993,12-01-1993 00:00,12-01-1993 00:00,81681,LEANTO,Human,CAL,6,0.5
2276,FWS,1999,01-03-1999 00:00,01-03-1999 00:00,81681,TIJUANA #1,Human,CAL,6,0.2
2277,FWS,1999,03-08-1999 00:00,03-08-1999 00:00,81681,TIJUANA #2,Human,CAL,6,0.1
2278,FWS,1994,5/19/1994 0:00,5/19/1994 0:00,81681,NAVY MOP,Human,CAL,6,0.2
2279,FWS,1996,10-12-1996 00:00,10-12-1996 00:00,81681,SEACOAST,Human,CAL,6,0.1
2280,FWS,1996,04-06-1996 00:00,04-06-1996 00:00,81681,BORDERPATR,Human,CAL,6,0.3
2281,FWS,1994,7/20/1994 0:00,7/21/1994 0:00,81681,JOANNE'S,Human,CAL,6,8.5
2282,FWS,1996,01-05-1996 00:00,1/15/1996 0:00,81681,BEACH,Human,CAL,6,0.1
2283,FWS,1996,7/14/1996 0:00,7/14/1996 0:00,81681,COAST,Human,CAL,6,0.1
2284,FWS,1994,7/24/1994 0:00,7/24/1994 0:00,81681,ESTUARY,Human,CAL,6,11
2285,FWS,1989,06-02-1989 00:00,06-02-1989 00:00,81681,ESTUARY,Human,CAL,6,0.5
2286,FWS,1988,07-04-1988 00:00,07-04-1988 00:00,81681,CASPIAN,Human,CAL,6,1.5
2287,FWS,1989,8/16/1989 0:00,8/16/1989 0:00,81681,REAM,Human,CAL,6,1.5
2288,FWS,1986,1/20/1986 0:00,1/20/1986 0:00,81681,BEACH,Human,CAL,6,0.5
2289,FWS,1989,05-01-1989 00:00,05-01-1989 00:00,81681,DUNES,Human,CAL,6,1
2290,FWS,1986,7/13/1986 0:00,7/13/1986 0:00,81681,ESTUARY,Human,CAL,6,5
2291,FWS,1986,5/31/1986 0:00,5/31/1986 0:00,81681,PARTY,Human,CAL,6,1
2292,FWS,1987,7/21/1987 0:00,7/21/1987 0:00,81681,RIVER,Human,CAL,6,0.4
2293,FWS,1987,6/29/1987 0:00,6/29/1987 0:00,81681,REAM,Human,CAL,6,1
2294,FWS,1987,8/26/1987 0:00,8/26/1987 0:00,81681,DUNES,Human,CAL,6,0.3
2295,FWS,1999,12/18/1999 0:00,12/19/1999 0:00,81681,CENTER,Human,CAL,6,0.1
2296,FWS,2003,8/23/2003 0:00,8/23/2003 0:00,81681,SEACOAST,Human,CAL,6,0
2297,FWS,2005,7/31/2005 0:00,7/31/2005 0:00,81681,NORTH BEACH #1,Human,CAL,6,0.1
2298,FWS,2005,7/31/2005 0:00,7/31/2005 0:00,81681,NORTH BEACH #2,Human,CAL,6,0.1
2299,FWS,2005,7/31/2005 0:00,7/31/2005 0:00,81681,NORTH BEACH #3,Human,CAL,6,0.1
2300,FWS,2005,7/28/2005 0:00,7/28/2005 0:00,81681,NORTH BEACH # 4,Human,CAL,6,0.1
2301,FWS,2005,8/26/2005 0:00,8/26/2005 0:00,81681,BEACH,Human,CAL,6,0.1
2302,FWS,2004,12-11-2004 00:00,12-11-2004 00:00,81681,DUNE FIRE,Human,CAL,6,0.1
2303,FWS,2005,1/21/2005 0:00,1/21/2005 0:00,81681,GROVE,Human,CAL,6,0.1
2304,FWS,2006,01-07-2006 00:00,01-07-2006 00:00,81681,BRICK,Human,CAL,6,0.1
2305,FWS,2001,9/13/2001 0:00,9/13/2001 0:00,81664,MALLARD,Natural,CAL,6,0.5
2306,FWS,1997,8/14/1997 0:00,8/14/1997 0:00,81664,BIRTHDAY,Human,CAL,6,0.1
2307,FWS,1986,6/24/1986 0:00,,81664,HOVEY PT,Natural,CAL,6,0.5
2308,FWS,1986,6/30/1986 0:00,6/30/1986 0:00,81664,HILL,Human,CAL,6,80
2309,FWS,1992,4/21/1992 0:00,4/21/1992 0:00,81664,FRYE,Human,ORE,41,5
2310,FWS,1986,8/25/1986 0:00,8/25/1986 0:00,81664,PENISULA,Human,CAL,6,75
2311,FWS,1989,9/22/1989 0:00,9/22/1989 0:00,81664,UNIT 6C,Human,CAL,6,50
2312,FWS,1991,7/24/1991 0:00,,81664,ADINLTN 6,Natural,CAL,6,0.5
2313,FWS,1991,8/14/1991 0:00,8/14/1991 0:00,81664,DOCTOR,Human,CAL,6,4.2
2314,FWS,1990,9/27/1990 0:00,9/27/1990 0:00,81664,BEAR VALLE,Natural,CAL,6,0.3
2315,FWS,1995,8/13/1995 0:00,8/13/1995 0:00,81664,NOTAGAIN,Human,CAL,6,15
2316,FWS,1990,10-08-1990 00:00,10-08-1990 00:00,81664,HILL ROAD,Human,CAL,6,0.1
2317,FWS,1990,10-12-1990 00:00,10-12-1990 00:00,81664,FROG POND,Human,CAL,6,6
2318,FWS,1995,9/22/1995 0:00,9/22/1995 0:00,81664,ELVIS,Human,CAL,6,4
2319,FWS,2000,06-04-2000 00:00,,81664,ESCAPE01,Human,CAL,6,3.1
2320,FWS,2000,5/16/2000 0:00,,81664,ESCAPE02,Human,CAL,6,0.4
2321,FWS,2000,5/17/2000 0:00,,81664,ESCAPE03,Human,CAL,6,3.9
2322,FWS,2000,5/17/2000 0:00,,81664,ESCAPE04,Human,CAL,6,28.4
2323,FWS,2000,5/17/2000 0:00,,81664,ESCAPE05,Human,CAL,6,0.1
2324,FWS,2000,5/17/2000 0:00,,81664,ESCAPE06,Human,CAL,6,11.5
2325,FWS,2000,05-12-2000 00:00,,81664,ESCAPE07,Human,CAL,6,3.6
2326,FWS,2000,5/17/2000 0:00,,81664,ESCAPE08,Human,CAL,6,1.5
2327,FWS,2000,5/17/2000 0:00,,81664,ESCAPE10,Human,CAL,6,0.7
2328,FWS,2000,5/18/2000 0:00,,81664,ESCAPE09,Human,CAL,6,0.3
2329,FWS,2000,5/18/2000 0:00,,81664,ESCAPE11,Human,CAL,6,1.5
2330,FWS,2000,5/18/2000 0:00,,81664,ESCAPE13,Human,CAL,6,0.5
2331,FWS,2000,5/18/2000 0:00,,81664,ESCAPE12,Human,CAL,6,15.1
2332,FWS,2000,5/18/2000 0:00,,81664,ESCAPE14,Human,CAL,6,8.5
2333,FWS,2000,5/18/2000 0:00,,81664,ESCAPE15,Human,CAL,6,0.1
2334,FWS,2000,5/18/2000 0:00,,81664,ESCAPE 16,Human,CAL,6,15
2335,FWS,1998,7/29/1998 0:00,7/29/1998 0:00,81664,DEMO,Human,CAL,6,0.7
2336,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 17,Human,CAL,6,0.5
2337,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 18,Human,CAL,6,13.8
2338,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 19,Human,CAL,6,2.2
2339,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 20,Human,CAL,6,3.3
2340,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 21,Human,CAL,6,0.4
2341,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 22,Human,CAL,6,3.1
2342,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 23,Human,CAL,6,14.5
2343,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 24,Human,CAL,6,0.2
2344,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 25,Human,CAL,6,11
2345,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 27,Human,CAL,6,1
2346,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 28,Human,CAL,6,0.6
2347,FWS,2000,5/25/2000 0:00,,81664,ESCAPE,Human,CAL,6,7.3
2348,FWS,2000,5/25/2000 0:00,,81664,ESCAPE 30,Human,CAL,6,15.1
2349,FWS,2000,5/25/2000 0:00,,81664,ESCA[E 31,Human,CAL,6,1.8
2350,FWS,1996,7/16/1996 0:00,7/16/1996 0:00,81664,SMOKE,Human,CAL,6,0.1
2351,FWS,1998,9/15/1998 0:00,9/15/1998 0:00,81664,B1W,Human,CAL,6,45
2352,FWS,1998,9/16/1998 0:00,9/16/1998 0:00,81664,FROG,Human,CAL,6,200
2353,FWS,1996,9/30/1996 0:00,9/30/1996 0:00,81664,SPUD FIRE,Human,CAL,6,2.5
2354,FWS,1994,9/28/1994 0:00,,81664,BARNTOP,Natural,CAL,6,0.1
2355,FWS,1997,3/30/1997 0:00,3/30/1997 0:00,81664,HQ,Human,CAL,6,0.1
2356,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81664,CANBY,Human,CAL,6,1
2357,FWS,1997,7/13/1997 0:00,7/14/1997 0:00,81664,ARK,Human,CAL,6,0.6
2358,FWS,2001,08-09-2001 00:00,08-09-2001 00:00,81664,SOUTH,Natural,CAL,6,5
2359,FWS,2003,2/20/2003 0:00,2/20/2003 0:00,81664,LITTLE SNAPPER,Human,CAL,6,0.1
2360,FWS,2003,3/15/2003 0:00,3/15/2003 0:00,81664,SMP3-354,Human,CAL,6,30
2361,FWS,2003,9/21/2003 0:00,9/21/2003 0:00,81664,HOSPITAL,Human,CAL,6,7
2362,FWS,2005,08-02-2005 00:00,08-04-2005 00:00,81664,TULE,Human,CAL,6,38.7
2363,FWS,2005,09-08-2005 00:00,09-09-2005 00:00,81664,JEEP,Human,CAL,6,0.1
2364,FWS,2004,8/31/2004 0:00,8/31/2004 0:00,81664,MARCO,Human,CAL,6,0.1
2365,FWS,2004,09-02-2004 00:00,09-02-2004 00:00,81664,FROG,Human,CAL,6,34.6
2366,FWS,2004,10-11-2004 00:00,10-11-2004 00:00,81664,MOORE (TRUCK),Human,CAL,6,0.1
2367,FWS,2005,04-07-2005 00:00,04-07-2005 00:00,81664,LKR 30 - HAY,Human,CAL,6,0.1
2368,FWS,2006,7/31/2006 0:00,7/31/2006 0:00,81664,507,Human,CAL,6,0.1
2369,FWS,2006,8/29/2006 0:00,8/29/2006 0:00,81664,MDF-742,Human,CAL,6,0.1
2370,FWS,2006,2/17/2006 0:00,2/17/2006 0:00,81664,PENINSULA,Human,CAL,6,7.1
2371,FWS,2006,3/30/2006 0:00,3/30/2006 0:00,81664,MOSS,Human,CAL,6,0.1
2372,FWS,2006,4/30/2006 0:00,05-01-2006 00:00,81664,PUMP,Human,CAL,6,0.1
2373,FWS,2006,05-11-2006 00:00,05-11-2006 00:00,81664,TULE,Human,CAL,6,8.9
2374,FWS,2006,5/18/2006 0:00,5/18/2006 0:00,81664,DRAIN,Human,CAL,6,0.6
2375,FWS,2002,7/18/2002 0:00,7/18/2002 0:00,81664,SHEEPY RIDGE,Human,CAL,6,0.1
2376,FWS,1991,01-01-1991 00:00,01-01-1991 00:00,81720,MILLER,Human,CAL,6,0.1
2377,FWS,1991,5/13/1991 0:00,5/13/1991 0:00,81720,ELEVATOR,Human,CAL,6,2
2378,FWS,1991,7/13/1991 0:00,7/13/1991 0:00,81720,DEHESA,Human,CAL,6,0.5
2379,FWS,1991,08-03-1991 00:00,08-03-1991 00:00,81720,PAR4,Human,CAL,6,0.1
2380,FWS,1991,8/18/1991 0:00,8/18/1991 0:00,81720,MIGUEL,Human,CAL,6,0.2
2381,FWS,1991,7/23/1991 0:00,7/23/1991 0:00,81720,SLOAN 2,Human,CAL,6,1
2382,FWS,1990,6/29/1990 0:00,6/29/1990 0:00,81720,CAMP,Human,CAL,6,0.1
2383,FWS,1990,07-03-1990 00:00,07-03-1990 00:00,81720,SWEETWATR2,Human,CAL,6,9
2384,FWS,1997,10/13/1997 0:00,10/13/1997 0:00,81720,URDSII,Human,CAL,6,0.3
2385,FWS,1997,10/16/1997 0:00,10/16/1997 0:00,81720,URDSIII,Human,CAL,6,0.1
2386,FWS,1996,2/19/1996 0:00,2/19/1996 0:00,81720,OTAY6,Human,CAL,6,1
2387,FWS,1997,4/21/1997 0:00,4/21/1997 0:00,81720,DEHESA,Human,CAL,6,1
2388,FWS,1998,6/22/1998 0:00,6/22/1998 0:00,81720,DEHESA,Human,CAL,6,11
2389,FWS,1998,7/17/1998 0:00,7/17/1998 0:00,81720,SINGER,Human,CAL,6,50
2390,FWS,2000,06-01-2000 00:00,06-01-2000 00:00,81720,DEL MAR,Human,CAL,6,0.2
2391,FWS,1992,5/15/1992 0:00,5/15/1992 0:00,81720,MIGUEL,Human,CAL,6,0.1
2392,FWS,1992,06-08-1992 00:00,06-08-1992 00:00,81720,DOUBLETREE,Human,CAL,6,0.5
2393,FWS,1992,8/17/1992 0:00,8/17/1992 0:00,81720,MILLER,Human,CAL,6,6
2394,FWS,1992,10-01-1992 00:00,10-01-1992 00:00,81720,BRIDGE,Human,CAL,6,0.1
2395,FWS,1995,7/18/1995 0:00,7/18/1995 0:00,81720,MILLER,Human,CAL,6,0.5
2396,FWS,1995,09-10-1995 00:00,09-10-1995 00:00,81720,VISTA SAGE,Human,CAL,6,0.2
2397,FWS,1992,11/30/1992 0:00,11/30/1992 0:00,81720,SLOAN,Human,CAL,6,25
2398,FWS,1995,11/17/1995 0:00,11/17/1995 0:00,81720,JAMACHA,Human,CAL,6,0.3
2399,FWS,1995,11/22/1995 0:00,11/22/1995 0:00,81720,JAMACHA 2,Human,CAL,6,0.1
2400,FWS,1995,11/28/1995 0:00,11/28/1995 0:00,81720,WILLOW,Human,CAL,6,0.1
2401,FWS,1995,12-08-1995 00:00,12-08-1995 00:00,81720,SINGER,Human,CAL,6,0.1
2402,FWS,1995,07-04-1995 00:00,07-04-1995 00:00,81720,OTAY 1,Human,CAL,6,10
2403,FWS,1995,07-04-1995 00:00,07-04-1995 00:00,81720,SLOAN,Human,CAL,6,20
2404,FWS,2002,4/15/2002 0:00,4/15/2002 0:00,81720,HWY 94,Human,CAL,6,0.1
2405,FWS,2002,4/21/2002 0:00,4/21/2002 0:00,81720,STEELE CYN,Human,CAL,6,0.5
2406,FWS,2002,4/24/2002 0:00,4/24/2002 0:00,81720,PROCTOR,Human,CAL,6,0.1
2407,FWS,2000,07-05-2000 00:00,07-05-2000 00:00,81720,GATE,Human,CAL,6,0.1
2408,FWS,2000,07-06-2000 00:00,07-06-2000 00:00,81720,SPRING VALLEY,Human,CAL,6,0.1
2409,FWS,2002,5/22/2002 0:00,5/22/2002 0:00,81720,JAMUL,Human,CAL,6,2
2410,FWS,1996,07-04-1996 00:00,07-04-1996 00:00,81720,TRACE,Human,CAL,6,15
2411,FWS,1996,03-05-1996 00:00,03-05-1996 00:00,81720,WIRE,Human,CAL,6,0.1
2412,FWS,2000,08-12-2000 00:00,08-12-2000 00:00,81720,PROCTER,Human,CAL,6,0.1
2413,FWS,2002,08-03-2002 00:00,08-03-2002 00:00,81720,STEEL,Human,CAL,6,5
2414,FWS,2002,08-03-2002 00:00,08-03-2002 00:00,81720,SLOAN,Human,CAL,6,5
2415,FWS,2000,12/26/2000 0:00,12/26/2000 0:00,81720,MEXICAN,Human,CAL,6,30
2416,FWS,1993,1/22/1993 0:00,1/22/1993 0:00,81720,ARCING,Human,CAL,6,1
2417,FWS,1993,2/24/1993 0:00,2/24/1993 0:00,81720,DOUBLETREE,Human,CAL,6,0.5
2418,FWS,1993,03-02-1993 00:00,03-02-1993 00:00,81720,RUBBISH,Human,CAL,6,0.1
2419,FWS,2001,01-03-2001 00:00,01-09-2001 00:00,81720,VIEJAS,Human,CAL,6,10331
2420,FWS,1993,07-06-1993 00:00,07-06-1993 00:00,81720,SINGER,Human,CAL,6,0.1
2421,FWS,1993,7/30/1993 0:00,7/30/1993 0:00,81720,SINGER2,Human,CAL,6,0.1
2422,FWS,1993,08-08-1993 00:00,08-08-1993 00:00,81720,VWBIG,Human,CAL,6,0.1
2423,FWS,1993,8/25/1993 0:00,8/25/1993 0:00,81720,COUCH,Human,CAL,6,0.1
2424,FWS,1993,08-11-1993 00:00,08-11-1993 00:00,81720,FILTRATION,Human,CAL,6,0.1
2425,FWS,1993,10/20/1993 0:00,10/20/1993 0:00,81720,SINGING,Human,CAL,6,2
2426,FWS,1993,8/19/1993 0:00,8/19/1993 0:00,81720,SLOAN,Human,CAL,6,1
2427,FWS,1996,09-01-1996 00:00,09-01-1996 00:00,81720,SINGER,Human,CAL,6,12
2428,FWS,2002,8/23/2002 0:00,8/23/2002 0:00,81720,ELEVATOR,Human,CAL,6,0.5
2429,FWS,2002,8/24/2002 0:00,8/24/2002 0:00,81720,SLOAN,Human,CAL,6,2
2430,FWS,2002,09-09-2002 00:00,09-09-2002 00:00,81720,PROCTOR3,Human,CAL,6,0.1
2431,FWS,1999,5/25/1999 0:00,5/25/1999 0:00,81720,JAMACHA,Human,CAL,6,1
2432,FWS,1996,9/27/1996 0:00,9/27/1996 0:00,81720,STEEL,Human,CAL,6,0.5
2433,FWS,1996,12/30/1996 0:00,12/30/1996 0:00,81720,MILLER,Human,CAL,6,0.3
2434,FWS,1996,10/14/1996 0:00,10/14/1996 0:00,81720,HIBACHI,Human,CAL,6,0.5
2435,FWS,1996,05-12-1996 00:00,05-12-1996 00:00,81720,SPOT,Human,CAL,6,0.3
2436,FWS,1996,10/22/1996 0:00,10/28/1996 0:00,81720,OTAY322,Human,CAL,6,14720
2437,FWS,2001,6/27/2001 0:00,6/27/2001 0:00,81720,GREYSTONE,Human,CAL,6,35
2438,FWS,1996,09-11-1996 00:00,09-11-1996 00:00,81720,MEXICAN,Human,CAL,6,20
2439,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL1,Human,CAL,6,1
2440,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL2,Human,CAL,6,0.5
2441,FWS,1996,08-12-1996 00:00,08-12-1996 00:00,81720,CEMETARY,Human,CAL,6,0.1
2442,FWS,1996,05-03-1996 00:00,05-03-1996 00:00,81720,SLOAN,Human,CAL,6,0.1
2443,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL3,Human,CAL,6,0.2
2444,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL4,Human,CAL,6,0.1
2445,FWS,1996,3/30/1996 0:00,3/31/1996 0:00,81720,BONFIRE,Human,CAL,6,0.1
2446,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL5,Human,CAL,6,0.1
2447,FWS,1997,3/22/1997 0:00,3/22/1997 0:00,81720,SANMIGUEL6,Human,CAL,6,0.1
2448,FWS,2001,7/20/2001 0:00,7/20/2001 0:00,81720,JAMACHA,Human,CAL,6,50
2449,FWS,1999,9/30/1999 0:00,10-01-1999 00:00,81720,PROCTOR,Human,CAL,6,850
2450,FWS,1994,01-11-1994 00:00,01-11-1994 00:00,81720,TRANSFER,Human,CAL,6,0.1
2451,FWS,1994,1/13/1994 0:00,1/14/1994 0:00,81720,STEEL,Human,CAL,6,0.5
2452,FWS,1994,1/31/1994 0:00,1/31/1994 0:00,81720,PHIL,Human,CAL,6,8
2453,FWS,1994,2/14/1994 0:00,2/14/1994 0:00,81720,GLEN,Human,CAL,6,0.3
2454,FWS,1980,6/29/1980 0:00,6/29/1980 0:00,81720,TRACE,Human,CAL,6,55
2455,FWS,1994,05-03-1994 00:00,05-03-1994 00:00,81720,WILLOW,Human,CAL,6,0.5
2456,FWS,1994,8/17/1994 0:00,8/17/1994 0:00,81720,JAMACHA,Human,CAL,6,4.5
2457,FWS,1994,09-01-1994 00:00,09-01-1994 00:00,81720,SAN MIGUEL,Human,CAL,6,6
2458,FWS,1994,09-09-1994 00:00,09-09-1994 00:00,81720,PAR,Human,CAL,6,4
2459,FWS,1994,12-12-1994 00:00,12-12-1994 00:00,81720,BELL,Human,CAL,6,0.1
2460,FWS,1984,5/17/1984 0:00,5/17/1984 0:00,81720,MILLER,Human,CAL,6,41
2461,FWS,1984,05-10-1984 00:00,05-10-1984 00:00,81720,MIGUEL,Human,CAL,6,60
2462,FWS,1994,7/18/1994 0:00,7/19/1994 0:00,81720,OTAY 2,Human,CAL,6,0.2
2463,FWS,2002,09-09-2002 00:00,09-09-2002 00:00,81720,PROCTOR2,Human,CAL,6,0.7
2464,FWS,1999,12/19/1999 0:00,12/19/1999 0:00,81720,SWEETWATER,Human,CAL,6,15
2465,FWS,1997,4/22/1997 0:00,4/22/1997 0:00,81720,JAMACHA,Human,CAL,6,0.1
2466,FWS,1997,1/13/1997 0:00,1/13/1997 0:00,81720,CAMPFIRE,Human,CAL,6,0
2467,FWS,2003,3/15/2003 0:00,3/15/2003 0:00,81720,VISTA SAGE,Human,CAL,6,0.1
2468,FWS,2003,07-04-2003 00:00,07-04-2003 00:00,81720,LAMPLIGHTER,Human,CAL,6,0.1
2469,FWS,2003,7/13/2003 0:00,7/13/2003 0:00,81720,PROCTOR,Human,CAL,6,0.5
2470,FWS,2003,7/16/2003 0:00,7/16/2003 0:00,81720,MILLAR RANCH ROAD,Human,CAL,6,0.1
2471,FWS,2003,7/24/2003 0:00,7/24/2003 0:00,81720,DOUBLETREE 2 ARSON FIRE,Human,CAL,6,25
2472,FWS,2003,08-02-2003 00:00,08-02-2003 00:00,81720,PROCTOR VALLEY,Human,CAL,6,2
