Disaster,,,,,,,,,,
ID,ORGANIZATION,YEAR_,START_DATE,END_DATE,UNIT,NAME,CAUSE,LOCALITY,DESTRUCTION (in Thousand Dollars),TOTAL_ACRES
6718,FWS,1989,7/27/1989 0:00,7/27/1989 0:00,61520,BUCKSKIN R,Natural,MON,30,2
6719,FWS,1988,6/18/1988 0:00,6/20/1988 0:00,61520,MANNING CO,Natural,MON,30,286
6720,FWS,1989,7/28/1989 0:00,7/28/1989 0:00,61520,SKYLINE,Natural,MON,30,1.5
6721,FWS,1988,6/18/1988 0:00,6/19/1988 0:00,61520,BIG COULEE,Natural,MON,30,280
6722,FWS,1988,6/18/1988 0:00,6/20/1988 0:00,61520,DUVAL COUL,Natural,MON,30,1000
6723,FWS,1989,7/31/1989 0:00,08-01-1989 00:00,61520,BIG COULEE,Natural,MON,30,3
6724,FWS,1992,08-04-1992 00:00,08-04-1992 00:00,61520,CABINCOULE,Natural,MON,30,40
6725,FWS,1995,07-10-1995 00:00,07-10-1995 00:00,61520,STRIKE,Natural,MON,30,0.1
6726,FWS,1989,08-01-1989 00:00,08-02-1989 00:00,61520,ROCK CREEK,Natural,MON,30,4
6727,FWS,1988,6/23/1988 0:00,6/24/1988 0:00,61520,DEER COUL,Natural,MON,30,5
6728,FWS,1989,08-01-1989 00:00,08-01-1989 00:00,61520,TOUR ROUTE,Natural,MON,30,1
6729,FWS,1995,7/31/1995 0:00,7/31/1995 0:00,61520,SHED,Natural,MON,30,20
6730,FWS,1989,08-07-1989 00:00,08-11-1989 00:00,61520,SAND CREEK,Natural,MON,30,343
6731,FWS,1995,7/29/1995 0:00,7/29/1995 0:00,61520,ARMELLS,Natural,MON,30,0.5
6732,FWS,1988,6/27/1988 0:00,6/27/1988 0:00,61520,GHOST COU,Natural,MON,30,1
6733,FWS,1988,6/27/1988 0:00,6/27/1988 0:00,61520,BILLY CK,Natural,MON,30,15
6734,FWS,1988,6/27/1988 0:00,6/28/1988 0:00,61520,ROCK CK,Natural,MON,30,4
6735,FWS,1995,8/20/1995 0:00,8/20/1995 0:00,61520,AGT,Natural,MON,30,40
6736,FWS,1998,05-08-1998 00:00,05-08-1998 00:00,61520,WITHRO,Human,MON,30,0.1
6737,FWS,1995,8/23/1995 0:00,8/23/1995 0:00,61520,FAREWELL,Natural,MON,30,200
6738,FWS,1995,09-07-1995 00:00,09-08-1995 00:00,61520,ALKALICRK,Natural,MON,30,10
6739,FWS,1989,08-12-1989 00:00,8/13/1989 0:00,61520,UPPER 8TH,Natural,MON,30,20
6740,FWS,1998,5/13/1998 0:00,5/14/1998 0:00,61520,SPILLWAY W,Human,MON,30,50
6741,FWS,1988,6/30/1988 0:00,6/30/1988 0:00,61520,WAGON COUL,Natural,MON,30,0.3
6742,FWS,1988,6/30/1988 0:00,6/30/1988 0:00,61520,SEVENMILE,Natural,MON,30,1
6743,FWS,1989,8/20/1989 0:00,8/21/1989 0:00,61520,PETERSONII,Natural,MON,30,0.1
6744,FWS,1986,6/19/1986 0:00,6/20/1986 0:00,61520,DUVAL COUL,Natural,MON,30,3
6745,FWS,1988,07-02-1988 00:00,07-02-1988 00:00,61520,SHORELINE,Natural,MON,30,1
6746,FWS,1986,6/25/1986 0:00,6/26/1986 0:00,61520,HELL CREEK,Natural,MON,30,250
6747,FWS,1988,07-04-1988 00:00,07-04-1988 00:00,61520,U L BEND,Natural,MON,30,1
6748,FWS,1988,07-04-1988 00:00,07-04-1988 00:00,61520,TRIP 2,Natural,MON,30,1
6749,FWS,2001,10-09-2001 00:00,10-09-2001 00:00,61520,TRAILER,Human,MON,30,0.1
6750,FWS,1988,07-05-1988 00:00,07-06-1988 00:00,61520,MAULAND,Natural,MON,30,1.5
6751,FWS,1988,07-05-1988 00:00,07-07-1988 00:00,61520,BURKE,Natural,MON,30,125
6752,FWS,1989,09-01-1989 00:00,09-02-1989 00:00,61520,KNOX RIDGE,Natural,MON,30,1
6753,FWS,1988,07-06-1988 00:00,07-08-1988 00:00,61520,MICKEY COU,Natural,MON,30,135
6754,FWS,1988,07-11-1988 00:00,07-11-1988 00:00,61520,MICKUS 2,Natural,MON,30,2
6755,FWS,1998,5/17/1998 0:00,5/21/1998 0:00,61520,SANDBURN,Natural,MON,30,5680
6756,FWS,1988,07-12-1988 00:00,7/13/1988 0:00,61520,SODA CREEK,Natural,MON,30,5
6757,FWS,1985,5/31/1985 0:00,5/31/1985 0:00,61520,REYNOLDSHI,Natural,MON,30,6
6758,FWS,1989,11-08-1989 00:00,,61520,DRY LAKE,Natural,MON,30,0.1
6759,FWS,1989,11-08-1989 00:00,,61520,CAMP CREEK,Natural,MON,30,2
6760,FWS,1986,08-05-1986 00:00,08-06-1986 00:00,61520,GERMAINE C,Natural,MON,30,5
6761,FWS,1988,08-01-1988 00:00,08-01-1988 00:00,61520,ARMELLS,Human,MON,30,0.3
6762,FWS,1986,08-05-1986 00:00,,61520,CANYON,Natural,MON,30,0.1
6763,FWS,1988,08-03-1988 00:00,08-04-1988 00:00,61520,KENDALL,Natural,MON,30,83
6764,FWS,1988,8/18/1988 0:00,8/20/1988 0:00,61520,JIM WELLS,Natural,MON,30,1600
6765,FWS,1988,8/18/1988 0:00,8/19/1988 0:00,61520,COULEE,Natural,MON,30,20
6766,FWS,1988,8/19/1988 0:00,8/19/1988 0:00,61520,RUSSELL,Natural,MON,30,1
6767,FWS,1988,8/18/1988 0:00,8/20/1988 0:00,61520,LAKE,Natural,MON,30,2
6768,FWS,1988,8/18/1988 0:00,8/19/1988 0:00,61520,CHARLIE,Natural,MON,30,1.5
6769,FWS,1998,5/27/1998 0:00,5/29/1998 0:00,61520,SNOW CK,Natural,MON,30,462
6770,FWS,1988,8/19/1988 0:00,8/19/1988 0:00,61520,GHOST,Natural,MON,30,2
6771,FWS,1998,5/27/1998 0:00,5/28/1998 0:00,61520,KILLWOMAN,Natural,MON,30,100
6772,FWS,1987,06-06-1987 00:00,06-06-1987 00:00,61520,HENRY CAB,Natural,MON,30,3
6773,FWS,1988,07-06-1988 00:00,07-06-1988 00:00,61520,MICKUS,Natural,MON,30,0.1
6774,FWS,1988,6/27/1988 0:00,6/27/1988 0:00,61520,BILLY 2,Natural,MON,30,7
6775,FWS,1988,07-07-1988 00:00,,61520,JACKS,Natural,MON,30,2
6776,FWS,1988,8/26/1988 0:00,,61520,GUMBO,Natural,MON,30,0.5
6777,FWS,1988,8/26/1988 0:00,,61520,GLENDA,Natural,MON,30,6
6778,FWS,1988,10-07-1988 00:00,,61520,BRANDON,Natural,MON,30,0.1
6779,FWS,1988,10-07-1988 00:00,,61520,VALENTINE,Natural,MON,30,1
6780,FWS,1985,6/20/1985 0:00,6/20/1985 0:00,61520,TWO CALF,Natural,MON,30,0.3
6781,FWS,1987,08-05-1987 00:00,08-06-1987 00:00,61520,MICKEY BUT,Natural,MON,30,55
6782,FWS,1985,6/21/1985 0:00,6/22/1985 0:00,61520,GHOST COUL,Natural,MON,30,33.3
6783,FWS,1987,07-04-1987 00:00,07-04-1987 00:00,61520,FORT PECK,Human,MON,30,1
6784,FWS,1987,07-06-1987 00:00,,61520,COLE CREEK,Natural,MON,30,2
6785,FWS,1987,07-06-1987 00:00,,61520,COYOTE,Natural,MON,30,2
6786,FWS,1987,09-01-1987 00:00,09-01-1987 00:00,61520,MANNING,Natural,MON,30,0.5
6787,FWS,1985,07-07-1985 00:00,07-08-1985 00:00,61520,JIM KIPP,Natural,MON,30,20.3
6788,FWS,1985,07-07-1985 00:00,07-09-1985 00:00,61520,NICHOLSCOU,Natural,MON,30,180
6789,FWS,1985,07-07-1985 00:00,07-08-1985 00:00,61520,WEST KIPP,Natural,MON,30,2
6790,FWS,1985,7/24/1985 0:00,7/24/1985 0:00,61520,DOUBLEHILL,Natural,MON,30,0.1
6791,FWS,1985,08-07-1985 00:00,08-08-1985 00:00,61520,GRASS COUL,Natural,MON,30,35
6792,FWS,1998,7/25/1998 0:00,7/25/1998 0:00,61520,MOSQUITO,Natural,MON,30,0.1
6793,FWS,1998,7/30/1998 0:00,08-01-1998 00:00,61520,CROOKED CR,Natural,MON,30,6
6794,FWS,1998,7/30/1998 0:00,08-02-1998 00:00,61520,PINES,Human,MON,30,965
6795,FWS,1985,8/28/1985 0:00,8/28/1985 0:00,61520,SODA CREEK,Natural,MON,30,0.1
6796,FWS,1998,08-02-1998 00:00,08-02-1998 00:00,61520,CHASE,Natural,MON,30,1
6797,FWS,1998,08-02-1998 00:00,08-02-1998 00:00,61520,BLACKFOOT,Natural,MON,30,1
6798,FWS,1998,08-01-1998 00:00,08-02-1998 00:00,61520,BRATTEN,Natural,MON,30,1
6799,FWS,1991,7/14/1991 0:00,7/14/1991 0:00,61520,BIRTHDAY,Natural,MON,30,0.3
6800,FWS,1991,08-12-1991 00:00,8/15/1991 0:00,61520,GRASS COUL,Natural,MON,30,400
6801,FWS,1991,8/19/1991 0:00,8/20/1991 0:00,61520,MARINA,Natural,MON,30,10
6802,FWS,1991,8/24/1991 0:00,8/24/1991 0:00,61520,TELEGRAPH,Natural,MON,30,0.5
6803,FWS,1991,8/24/1991 0:00,8/24/1991 0:00,61520,HART RANCH,Natural,MON,30,0.2
6804,FWS,1991,8/24/1991 0:00,8/24/1991 0:00,61520,SLIPPERY A,Natural,MON,30,5
6805,FWS,1991,8/24/1991 0:00,8/24/1991 0:00,61520,SNOW RES,Natural,MON,30,6
6806,FWS,1991,8/25/1991 0:00,8/25/1991 0:00,61520,HAWLEY CR,Natural,MON,30,20
6807,FWS,1998,09-01-1998 00:00,09-06-1998 00:00,61520,HERMAN RDG,Natural,MON,30,4926
6808,FWS,1991,09-08-1991 00:00,09-08-1991 00:00,61520,PHIPPS,Natural,MON,30,1
6809,FWS,1991,8/25/1991 0:00,8/25/1991 0:00,61520,LARB HILLS,Natural,MON,30,10
6810,FWS,1998,09-08-1998 00:00,09-10-1998 00:00,61520,TRUMBOR,Natural,MON,30,614
6811,FWS,1998,09-08-1998 00:00,09-08-1998 00:00,61520,WIDOW COUL,Natural,MON,30,0.2
6812,FWS,1998,09-09-1998 00:00,09-11-1998 00:00,61520,MISSOURI,Natural,MON,30,19
6813,FWS,1998,09-09-1998 00:00,09-11-1998 00:00,61520,SPOT,Natural,MON,30,26
6814,FWS,1998,9/13/1998 0:00,9/13/1998 0:00,61520,SODA CR,Natural,MON,30,0.1
6815,FWS,1998,9/18/1998 0:00,9/18/1998 0:00,61520,SAND CR,Natural,MON,30,0.2
6816,FWS,1991,10-12-1991 00:00,10/14/1991 0:00,61520,GERMAINE,Natural,MON,30,800
6817,FWS,2000,5/22/2000 0:00,5/22/2000 0:00,61520,CHARMIN,Human,MON,30,303
6818,FWS,2000,5/28/2000 0:00,5/29/2000 0:00,61520,HARPERS RG,Natural,MON,30,650
6819,FWS,2000,5/29/2000 0:00,5/29/2000 0:00,61520,WITHROW,Human,MON,30,0.2
6820,FWS,1996,07-03-1996 00:00,07-07-1996 00:00,61520,KILLWOMAN,Natural,MON,30,472
6821,FWS,1996,07-05-1996 00:00,07-06-1996 00:00,61520,HIPBONE,Natural,MON,30,13
6822,FWS,2002,4/14/2002 0:00,4/15/2002 0:00,61520,GHOST COUL,Natural,MON,30,7
6823,FWS,2000,6/17/2000 0:00,6/18/2000 0:00,61520,FISHERCOUL,Natural,MON,30,4
6824,FWS,2000,07-02-2000 00:00,07-03-2000 00:00,61520,WILDERCOUL,Natural,MON,30,4
6825,FWS,1993,04-09-1993 00:00,04-09-1993 00:00,61520,CABIN CLE,Human,MON,30,10.5
6826,FWS,1996,7/17/1996 0:00,7/18/1996 0:00,61520,HECTOR,Natural,MON,30,112
6827,FWS,1996,7/18/1996 0:00,7/19/1996 0:00,61520,CK1,Natural,MON,30,2
6828,FWS,1996,7/21/1996 0:00,7/22/1996 0:00,61520,CK2,Natural,MON,30,25
6829,FWS,1996,7/25/1996 0:00,,61520,GILBERT,Natural,MON,30,2
6830,FWS,1996,7/26/1996 0:00,7/27/1996 0:00,61520,SEAT,Natural,MON,30,8
6831,FWS,2000,08-01-2000 00:00,08-02-2000 00:00,61520,SODACREEK,Natural,MON,30,13
6832,FWS,1996,08-02-1996 00:00,08-12-1996 00:00,61520,BILLIE CK,Natural,MON,30,228
6833,FWS,2000,08-02-2000 00:00,08-04-2000 00:00,61520,HELL CREEK,Natural,MON,30,604
6834,FWS,2000,08-02-2000 00:00,08-03-2000 00:00,61520,CROOKED CR,Natural,MON,30,20
6835,FWS,1996,07-04-1996 00:00,07-04-1996 00:00,61520,FLAT LAKE,Human,MON,30,2
6836,FWS,1996,08-07-1996 00:00,,61520,ROADSIDE,Human,MON,30,0.1
6837,FWS,2000,08-11-2000 00:00,08-12-2000 00:00,61520,SCOUT,Natural,MON,30,145
6838,FWS,1996,8/14/1996 0:00,8/16/1996 0:00,61520,LAKE,Human,MON,30,250
6839,FWS,2000,08-11-2000 00:00,08-12-2000 00:00,61520,DRYCOULEE,Natural,MON,30,1
6840,FWS,1996,8/18/1996 0:00,8/18/1996 0:00,61520,PINES,Human,MON,30,0.5
6841,FWS,1993,6/29/1993 0:00,07-01-1993 00:00,61520,BUCKSKIN,Natural,MON,30,10
6842,FWS,1993,6/29/1993 0:00,07-01-1993 00:00,61520,REYNOLDS,Natural,MON,30,24
6843,FWS,1996,09-11-1996 00:00,9/15/1996 0:00,61520,ALKALIE,Human,MON,30,10031
6844,FWS,2002,05-04-2002 00:00,05-05-2002 00:00,61520,ROCK CREEK,Human,MON,30,239
6845,FWS,1996,8/31/1996 0:00,8/31/1996 0:00,61520,POWERHOUSE,Human,MON,30,0.5
6846,FWS,2002,05-04-2002 00:00,05-04-2002 00:00,61520,ROCKY POIN,Human,MON,30,446
6847,FWS,2002,05-12-2002 00:00,05-12-2002 00:00,61520,ROCKYPT TO,Human,MON,30,35
6848,FWS,1996,10-12-1996 00:00,,61520,ROAD#866,Human,MON,30,1
6849,FWS,2002,6/22/2002 0:00,6/23/2002 0:00,61520,GERMAINE,Natural,MON,30,5
6850,FWS,2002,07-01-2002 00:00,07-02-2002 00:00,61520,SQUAW CRK,Natural,MON,30,52.8
6851,FWS,2002,07-08-2002 00:00,07-08-2002 00:00,61520,BUFFALO,Natural,MON,30,50
6852,FWS,2002,7/17/2002 0:00,7/17/2002 0:00,61520,MARKS,Natural,MON,30,0.1
6853,FWS,2002,7/20/2002 0:00,7/20/2002 0:00,61520,CARNEY COULEE,Natural,MON,30,5
6854,FWS,2002,7/24/2002 0:00,7/25/2002 0:00,61520,DRY COULEE,Natural,MON,30,4
6855,FWS,1997,6/23/1997 0:00,6/23/1997 0:00,61520,SNOWCK,Natural,MON,30,39.7
6856,FWS,1997,6/19/1997 0:00,6/19/1997 0:00,61520,BEACH#1,Natural,MON,30,3
6857,FWS,1997,6/27/1997 0:00,,61520,ARMELL#1,Natural,MON,30,0.1
6858,FWS,1997,6/27/1997 0:00,,61520,ARMELL#2,Natural,MON,30,0.1
6859,FWS,1997,6/27/1997 0:00,,61520,ARMELL#3,Natural,MON,30,0.1
6860,FWS,1997,07-11-1997 00:00,07-12-1997 00:00,61520,DRYLAKE,Natural,MON,30,222
6861,FWS,1994,6/23/1994 0:00,6/26/1994 0:00,61520,WILDER,Natural,MON,30,77
6862,FWS,1994,6/23/1994 0:00,6/23/1994 0:00,61520,SECTION,Natural,MON,30,1
6863,FWS,1997,08-05-1997 00:00,08-05-1997 00:00,61520,SANDCREEK,Natural,MON,30,7
6864,FWS,1994,07-02-1994 00:00,07-02-1994 00:00,61520,LONE TREE,Natural,MON,30,3
6865,FWS,1999,6/20/1999 0:00,6/21/1999 0:00,61520,BEAUCHAMP,Natural,MON,30,3
6866,FWS,2002,8/30/2002 0:00,8/30/2002 0:00,61520,HAWLEY CK.,Natural,MON,30,80
6867,FWS,1999,6/20/1999 0:00,6/22/1999 0:00,61520,HELL CK,Natural,MON,30,7
6868,FWS,2002,9/30/2002 0:00,9/30/2002 0:00,61520,EIDE,Natural,MON,30,5
6869,FWS,1994,07-02-1994 00:00,07-03-1994 00:00,61520,NICHOLS COULEE,Natural,MON,30,560
6870,FWS,1999,6/23/1999 0:00,6/24/1999 0:00,61520,377,Natural,MON,30,10
6871,FWS,2002,8/30/2002 0:00,8/30/2002 0:00,61520,BEAUCHAMP,Natural,MON,30,0.1
6872,FWS,2002,09-01-2002 00:00,09-02-2002 00:00,61520,SANDBORN C,Natural,MON,30,0.2
6873,FWS,1994,08-04-1994 00:00,08-04-1994 00:00,61520,EAGLE EYE,Natural,MON,30,0.1
6874,FWS,1997,8/27/1997 0:00,8/27/1997 0:00,61520,SEVENMILE,Natural,MON,30,1
6875,FWS,1997,8/27/1997 0:00,8/28/1997 0:00,61520,GRAVES PT,Natural,MON,30,20
6876,FWS,1994,08-03-1994 00:00,08-12-1994 00:00,61520,CK CREEK,Natural,MON,30,11067
6877,FWS,1994,8/16/1994 0:00,8/18/1994 0:00,61520,MAULAND,Natural,MON,30,75
6878,FWS,1994,8/22/1994 0:00,8/23/1994 0:00,61520,BLACKFOOT,Natural,MON,30,150
6879,FWS,1994,8/23/1994 0:00,8/24/1994 0:00,61520,DEADMAN,Natural,MON,30,90
6880,FWS,1997,9/14/1997 0:00,9/14/1997 0:00,61520,BELLRIDGE,Natural,MON,30,1.5
6881,FWS,1997,9/15/1997 0:00,9/18/1997 0:00,61520,ICECREAM B,Natural,MON,30,153
6882,FWS,1997,9/15/1997 0:00,9/18/1997 0:00,61520,HUBBARD,Natural,MON,30,692
6883,FWS,1999,7/22/1999 0:00,7/23/1999 0:00,61520,KARSTEN,Natural,MON,30,50
6884,FWS,2002,11/15/2002 0:00,11/16/2002 0:00,61520,SA RIDGE,Human,MON,30,0.5
6885,FWS,1994,09-01-1994 00:00,,61520,NATOUT1,Human,MON,30,1
6886,FWS,1999,7/30/1999 0:00,7/30/1999 0:00,61520,LAKEMASON,Natural,MON,30,500
6887,FWS,1999,8/14/1999 0:00,8/14/1999 0:00,61520,WARHORSE,Natural,MON,30,75
6888,FWS,2001,05-11-2001 00:00,05-11-2001 00:00,61520,ROUNDBUTTE,Natural,MON,30,2
6889,FWS,2001,05-05-2001 00:00,05-05-2001 00:00,61520,DEVILS CRK,Natural,MON,30,5
6890,FWS,2001,5/13/2001 0:00,5/14/2001 0:00,61520,COTTONWOOD,Natural,MON,30,0.1
6891,FWS,1999,8/30/1999 0:00,8/30/1999 0:00,61520,GARRITT,Natural,MON,30,30
6892,FWS,1999,10/20/1999 0:00,10/20/1999 0:00,61520,ULIBARRI,Human,MON,30,0.1
6893,FWS,2001,7/28/2001 0:00,7/29/2001 0:00,61520,GERMAINE,Natural,MON,30,26
6894,FWS,2001,7/28/2001 0:00,7/30/2001 0:00,61520,KILLWOMEN,Natural,MON,30,180
6895,FWS,1999,11/20/1999 0:00,11/23/1999 0:00,61520,IRON STAKE,Human,MON,30,10
6896,FWS,2004,05-12-2004 00:00,05-12-2004 00:00,61520,ROCK CREEK,Natural,MON,30,9
6897,FWS,2004,5/15/2004 0:00,5/16/2004 0:00,61520,LOST CREEK,Natural,MON,30,20
6898,FWS,2004,07-11-2004 00:00,07-12-2004 00:00,61520,DEAD CALF,Natural,MON,30,0.1
6899,FWS,2004,7/17/2004 0:00,7/19/2004 0:00,61520,BRATTEN COULEE,Natural,MON,30,586
6900,FWS,2004,07-12-2004 00:00,07-12-2004 00:00,61520,SMOKEY JOHNSEN,Natural,MON,30,0.2
6901,FWS,2004,3/25/2004 0:00,3/26/2004 0:00,61520,CROOKED CREEK,Natural,MON,30,100
6902,FWS,2005,7/14/2005 0:00,7/14/2005 0:00,61520,FRECKLE,Natural,MON,30,2
6903,FWS,2005,7/14/2005 0:00,7/15/2005 0:00,61520,COYOTE,Natural,MON,30,0.7
6904,FWS,2005,7/18/2005 0:00,7/24/2005 0:00,61520,MCARTHUR,Natural,MON,30,928
6905,FWS,2005,7/23/2005 0:00,7/23/2005 0:00,61520,TWO CALF,Natural,MON,30,1
6906,FWS,2005,7/23/2005 0:00,7/24/2005 0:00,61520,SNOW CREEK,Natural,MON,30,24
6907,FWS,2005,08-09-2005 00:00,08-09-2005 00:00,61520,COLTIN,Natural,MON,30,0.1
6908,FWS,2005,08-11-2005 00:00,08-12-2005 00:00,61520,MUDD BOGG,Natural,MON,30,2
6909,FWS,2005,09-09-2005 00:00,9/16/2005 0:00,61520,HEARTLAND,Natural,MON,30,6689
6910,FWS,2005,09-09-2005 00:00,9/13/2005 0:00,61520,NYQUIL,Natural,MON,30,542
6911,FWS,2005,09-09-2005 00:00,09-10-2005 00:00,61520,SHORE,Natural,MON,30,250
6912,FWS,2005,09-09-2005 00:00,9/16/2005 0:00,61520,SHEEP,Natural,MON,30,6778
6913,FWS,2004,08-06-2004 00:00,08-11-2004 00:00,61520,SNOW CREEK,Natural,MON,30,1.1
6914,FWS,2005,02-05-2005 00:00,02-05-2005 00:00,61520,GARDIPEE,Human,MON,30,1
6915,FWS,2005,05-07-2005 00:00,05-07-2005 00:00,61520,SLIPPERY ANN CAMP,Human,MON,30,0.1
6916,FWS,2005,5/18/2005 0:00,5/19/2005 0:00,61520,SODA CREEK,Natural,MON,30,30
6917,FWS,2005,07-10-2005 00:00,07-10-2005 00:00,61520,DIRKA,Natural,MON,30,2
6918,FWS,2005,07-10-2005 00:00,07-11-2005 00:00,61520,SKELTON,Natural,MON,30,1
6919,FWS,2005,07-12-2005 00:00,7/16/2005 0:00,61520,BRANDON COULEE,Natural,MON,30,1930
6920,FWS,2006,7/15/2006 0:00,7/16/2006 0:00,61520,HAWK,Natural,MON,30,1
6921,FWS,2006,7/24/2006 0:00,7/25/2006 0:00,61520,BONE TRAIL,Natural,MON,30,2.2
6922,FWS,2006,08-09-2006 00:00,,61520,BAYLESS,Natural,MON,30,5
6923,FWS,2006,08-12-2006 00:00,,61520,PRICKLY PEAR,Natural,MON,30,0.1
6924,FWS,2006,8/18/2006 0:00,8/19/2006 0:00,61520,FOURTH POINT,Natural,MON,30,0.5
6925,FWS,2006,09-11-2006 00:00,9/14/2006 0:00,61520,MORGAN,Natural,MON,30,160
6926,FWS,2006,5/22/2006 0:00,5/22/2006 0:00,61520,IRISH,Natural,MON,30,0.1
6927,FWS,2006,5/24/2006 0:00,5/25/2006 0:00,61520,MOBRIDGE,Natural,MON,30,25
6928,FWS,2006,07-01-2006 00:00,07-03-2006 00:00,61520,LAKE RUN,Natural,MON,30,15
6929,FWS,2006,7/16/2006 0:00,7/25/2006 0:00,61520,SODA CREEK,Natural,MON,30,32237
6930,FWS,2006,7/16/2006 0:00,7/28/2006 0:00,61520,HILL COULEE,Natural,MON,30,2747
6931,FWS,2006,7/16/2006 0:00,7/24/2006 0:00,61520,FLAT TIRE,Natural,MON,30,18585
6932,FWS,2006,7/16/2006 0:00,7/22/2006 0:00,61520,MIDDLE EIGHT RIDGE,Natural,MON,30,140
6933,FWS,2006,7/15/2006 0:00,7/28/2006 0:00,61520,BLACK PULASKI,Natural,MON,30,14994
6934,FWS,2006,7/13/2006 0:00,7/14/2006 0:00,61520,BROKEN BOWL,Natural,MON,30,0.1
6935,FWS,2006,07-12-2006 00:00,8/13/2006 0:00,61520,DEAD BUCK,Natural,MON,30,25
6936,FWS,2006,07-12-2006 00:00,7/13/2006 0:00,61520,GOAT'S MILK,Natural,MON,30,5
6937,FWS,2006,7/18/2006 0:00,7/24/2006 0:00,61520,UL BEND,Natural,MON,30,2400
6938,FWS,2003,6/14/2003 0:00,6/16/2003 0:00,61520,LOST CREEK,Natural,MON,30,5
6939,FWS,2003,6/30/2003 0:00,6/30/2003 0:00,61520,CABIN,Human,MON,30,384
6940,FWS,2003,07-02-2003 00:00,07-06-2003 00:00,61520,FISHER COULEE,Natural,MON,30,6
6941,FWS,2003,07-02-2003 00:00,07-07-2003 00:00,61520,BLUE PULASKI,Natural,MON,30,1371.7
6942,FWS,2003,07-02-2003 00:00,07-02-2003 00:00,61520,TABLETOP,Natural,MON,30,25
6943,FWS,2003,07-02-2003 00:00,07-03-2003 00:00,61520,HERMAN,Natural,MON,30,4
6944,FWS,2003,7/14/2003 0:00,7/15/2003 0:00,61520,HUTTON BOTTOMS,Natural,MON,30,12
6945,FWS,2003,7/14/2003 0:00,7/23/2003 0:00,61520,MICKEY BUTTE,Natural,MON,30,3350
6946,FWS,2003,7/17/2003 0:00,7/19/2003 0:00,61520,GHOST COULEE,Natural,MON,30,959
6947,FWS,2003,7/16/2003 0:00,7/27/2003 0:00,61520,BIG COULEE,Natural,MON,30,5369
6948,FWS,2003,7/17/2003 0:00,7/19/2003 0:00,61520,BLUE RIDGE,Natural,MON,30,148
6949,FWS,2003,7/17/2003 0:00,7/27/2003 0:00,61520,GERMAINE,Natural,MON,30,12051
6950,FWS,2003,7/24/2003 0:00,,61520,SPOT,Natural,MON,30,0.2
6951,FWS,2003,7/24/2003 0:00,7/24/2003 0:00,61520,ROBINSON,Natural,MON,30,0.2
6952,FWS,2003,7/24/2003 0:00,7/24/2003 0:00,61520,MILE MARKER 91,Human,MON,30,0.1
6953,FWS,2003,08-06-2003 00:00,,61520,CROOKED FIRE,Natural,MON,30,0.1
6954,FWS,2003,08-07-2003 00:00,,61520,BIG DRY FIRE,Natural,MON,30,20
6955,FWS,2003,08-07-2003 00:00,,61520,KLOKER,Natural,MON,30,1
6956,FWS,2003,08-07-2003 00:00,08-08-2003 00:00,61520,DEER COULEE,Natural,MON,30,30
6957,FWS,2003,08-08-2003 00:00,,61520,DREWSKI FIRE,Natural,MON,30,0.5
6958,FWS,2003,8/25/2003 0:00,8/27/2003 0:00,61520,BULL ELK,Natural,MON,30,200
6959,FWS,1995,5/25/1995 0:00,5/25/1995 0:00,61560,PUBLIC USE,Human,IDA,16,2
6960,FWS,1998,04-02-1998 00:00,04-02-1998 00:00,61560,HAYSTACK,Human,MON,30,0.2
6961,FWS,2001,09-11-2001 00:00,09-11-2001 00:00,61560,FARM FIELD,Human,MON,30,0.1
6962,FWS,1988,8/13/1988 0:00,8/13/1988 0:00,61560,NO ISLAND,Natural,IDA,16,0.1
6963,FWS,1987,8/24/1987 0:00,8/24/1987 0:00,61560,ERR BRIDGE,Natural,MON,30,0.1
6964,FWS,1996,6/30/1996 0:00,6/30/1996 0:00,61560,OTTER,Natural,IDA,16,0.1
6965,FWS,2003,4/23/2003 0:00,,61560,GOLF COURSE,Human,MON,30,0.2
6966,FWS,1990,3/31/1990 0:00,3/31/1990 0:00,61530,DOUGSFIRE,Human,MON,30,129
6967,FWS,1984,8/27/1984 0:00,8/27/1984 0:00,61530,RECREATION,Human,MON,30,2
6968,FWS,1988,6/17/1988 0:00,6/17/1988 0:00,61530,SAILBOAT,Natural,MON,30,3.6
6969,FWS,1989,8/23/1989 0:00,8/23/1989 0:00,61530,POOL 10,Natural,MON,30,19.3
6970,FWS,2000,4/21/2000 0:00,4/21/2000 0:00,61530,NORTHROOT,Human,MON,30,100
6971,FWS,1991,7/21/1991 0:00,7/21/1991 0:00,61530,LAKEIIBURN,Natural,MON,30,16.8
6972,FWS,1996,07-02-1996 00:00,07-02-1996 00:00,61530,WILD BONE,Natural,MON,30,1.5
6973,FWS,2000,7/27/2000 0:00,7/27/2000 0:00,61530,GOOSEWPA,Natural,MON,30,0.3
6974,FWS,2000,08-02-2000 00:00,08-02-2000 00:00,61530,DNCWF,Natural,MON,30,30
6975,FWS,1993,08-03-1993 00:00,08-03-1993 00:00,61530,SWATHER,Human,MON,30,0.2
6976,FWS,1997,06-03-1997 00:00,06-03-1997 00:00,61530,MOTORHOME,Human,MON,30,0.3
6977,FWS,2002,7/24/2002 0:00,7/24/2002 0:00,61530,TAXSHORE,Natural,MON,30,1
