Calamities,,,,,,,,,,
ID,COMPANY,UNIT,NAME,CAUSE,YEAR_,START_DATE,END_DATE,STATE,STATE_FIPS,AREA_AFFECTED(in ACRES)
13802,FWS,65581,Fish South,Undetermined,2014,5/27/2014 0:00,5/27/2014 0:00,WYO,56,0.5
13804,FWS,61542,PABLO WEST,Human,2009,04-06-2009 00:00,04-06-2009 00:00,MON,30,46
13810,FWS,13561,MCDOWELL LAKE,Natural,2008,08-09-2008 00:00,08-09-2008 00:00,WAS,53,0.1
13811,FWS,13700,HWY 240 MP 16,Natural,2008,08-08-2008 00:00,08-08-2008 00:00,WAS,53,5
13814,FWS,13522,CONBOY LAKES FIRE,Natural,2013,08-10-2013 00:00,08-11-2013 00:00,WAS,53,0.1
13816,FWS,14621,NATURAL OUT,Natural,2010,6/28/2010 0:00,6/28/2010 0:00,NEV,32,0.1
13819,FWS,13583,MP 169,Human,2014,6/29/2014 0:00,07-07-2014 00:00,WAS,53,0.6
13834,FWS,81662,MARSH,Natural,2013,7/31/2013 0:00,08-04-2013 00:00,ORE,41,0.2
13835,FWS,81612,PIXLEY A,Undetermined,2008,6/29/2008 0:00,6/29/2008 0:00,CAL,6,15
13847,FWS,61530,YOUNG,Natural,2009,07-03-2009 00:00,,MON,30,1
13850,FWS,13560,WEST KEPPLE,Natural,2013,3/28/2013 0:00,3/28/2013 0:00,WAS,53,0.1
13866,FWS,13520,PENINSULA CAMP FIRE,Human,2013,05-08-2013 00:00,05-08-2013 00:00,WAS,53,0.1
13872,FWS,81664,Hovey,Human,2014,04-08-2014 00:00,04-08-2014 00:00,CAL,6,0.2
13877,FWS,84555,CABIN 2,Human,2013,05-11-2013 00:00,05-11-2013 00:00,NEV,32,0.1
13882,FWS,13570,SOUTH PLACE,Natural,2010,7/26/2010 0:00,7/27/2010 0:00,ORE,41,2
13883,FWS,61520,BIG BUCK,Natural,2010,08-01-2010 00:00,08-08-2010 00:00,MON,30,216
13884,FWS,22540,CIBOLA LAKE,Human,2013,4/26/2013 0:00,4/26/2013 0:00,ARI,4,0.1
13885,FWS,13700,WEATHER STATION RD,Human,2013,05-08-2013 00:00,05-08-2013 00:00,WAS,53,0.1
13886,FWS,13510,E ROAD,Human,2013,05-11-2013 00:00,5/15/2013 0:00,WAS,53,140
13887,FWS,81663,LAKE,Human,2008,8/24/2008 0:00,11/13/2008 0:00,CAL,6,14
13893,FWS,22571,CABEZA,Human,2009,7/15/2009 0:00,7/16/2009 0:00,ARI,4,8
13895,FWS,84555,GASS PEAK,Natural,2009,07-03-2009 00:00,07-07-2009 00:00,NEV,32,0.1
13906,FWS,81662,Toyota 2,Natural,2014,08-11-2014 00:00,8/18/2014 0:00,ORE,41,1
13911,FWS,13520,MCNARY RIDGE 09,Undetermined,2009,5/31/2009 0:00,06-01-2009 00:00,WAS,53,48
13914,FWS,61520,BROWN DECK FIRE,Natural,2009,07-04-2009 00:00,07-05-2009 00:00,MON,30,3
13917,FWS,81654,Cove 1,Human,2014,1/17/2014 0:00,1/17/2014 0:00,CAL,6,0.1
13918,FWS,81654,Cove 2,Human,2014,1/17/2014 0:00,1/17/2014 0:00,CAL,6,0.1
13921,FWS,13570,ARSON 205 MP 41-42 #2,Human,2013,07-04-2013 00:00,,ORE,41,0.1
13926,FWS,22522,SER MM 163,Human,2014,2/15/2014 0:00,2/15/2014 0:00,NM,35,0.2
13936,FWS,81622,DELEVAN T-43,Human,2013,6/29/2013 0:00,6/29/2013 0:00,CAL,6,1
13939,FWS,81627,PINE CREEK #1,Human,2013,3/30/2013 0:00,3/30/2013 0:00,CAL,6,0.1
13942,FWS,81682,SDB1,Undetermined,2011,07-12-2011 00:00,07-12-2011 00:00,CAL,6,0.6
13947,FWS,81652,Buster,Human,2014,11/17/2014 0:00,11/17/2014 0:00,CAL,6,0.1
13956,FWS,22520,NO FIRE #1,Natural,2009,7/28/2009 0:00,,NM,35,0.1
13963,FWS,22530,GUIJAS,Undetermined,2009,5/26/2009 0:00,5/27/2009 0:00,ARI,4,12.1
13967,FWS,84551,UPPER LAKE,Human,2013,08-03-2013 00:00,08-04-2013 00:00,NEV,32,0.1
13969,FWS,13700,HWY 24 MP 52,Human,2009,07-01-2009 00:00,07-02-2009 00:00,WAS,53,0.2
13970,FWS,65580,BIG ISLAND BRIDGE,Natural,2009,6/30/2009 0:00,07-01-2009 00:00,WYO,56,0.1
13974,FWS,13583,CROW BUTTE,Undetermined,2013,08-07-2013 00:00,08-12-2013 00:00,WAS,53,210
13975,FWS,65510,SOUTH REFUGE,Natural,2013,08-02-2013 00:00,9/13/2013 0:00,COL,8,0.1
13976,FWS,84555,Covy Cove,Human,2015,04-04-2015 00:00,04-04-2015 00:00,NEV,32,0.1
13979,FWS,81654,Cove,Human,2014,5/22/2014 0:00,5/23/2014 0:00,CAL,6,1
13980,FWS,81654,Sand MTN,Human,2014,5/26/2014 0:00,5/26/2014 0:00,CAL,6,1
13981,FWS,81652,Sandy Seat,Human,2014,5/29/2014 0:00,5/29/2014 0:00,CAL,6,1
13985,FWS,22551,PLANET RANCH RD.,Undetermined,2013,5/27/2013 0:00,5/28/2013 0:00,ARI,4,0.2
13989,FWS,81655,COBBLESTONE,Undetermined,2013,09-05-2013 00:00,09-05-2013 00:00,CAL,6,3
13990,FWS,81664,FIELD,Human,2013,09-05-2013 00:00,09-06-2013 00:00,CAL,6,40
13992,FWS,81662,HEADQUARTERS,Human,2013,8/22/2013 0:00,8/22/2013 0:00,ORE,41,0.1
13993,FWS,81631,SONNY,Human,2013,07-11-2013 00:00,07-11-2013 00:00,CAL,6,0.5
13994,FWS,13520,Madame Dorian,Human,2014,7/28/2014 0:00,7/28/2014 0:00,WAS,53,0.1
13995,FWS,61520,Crooked Creek,Human,2014,08-01-2014 00:00,08-04-2014 00:00,MON,30,177
13996,FWS,61580,Possum Natural Out,Natural,2014,08-04-2014 00:00,,MON,30,1.8
14000,FWS,84555,WAMP SPRINGS RD,Natural,2009,7/21/2009 0:00,7/21/2009 0:00,NEV,32,0.1
14001,FWS,65580,LONE TREE,Natural,2009,7/27/2009 0:00,7/28/2009 0:00,WYO,56,0.1
14002,FWS,22582,VEGOSA,Natural,2009,08-12-2009 00:00,08-12-2009 00:00,NM,35,0.5
14012,FWS,13561,Minne Flats,Natural,2014,08-04-2014 00:00,08-04-2014 00:00,WAS,53,0.2
14016,FWS,22571,TEMPORAL,Human,2013,6/28/2013 0:00,6/30/2013 0:00,ARI,4,2.6
14017,FWS,13583,WHITCOMB MP158,Undetermined,2009,7/23/2009 0:00,7/23/2009 0:00,WAS,53,0.1
14019,FWS,13700,RATTLESNAKE,Natural,2010,7/31/2010 0:00,08-03-2010 00:00,WAS,53,0.4
14024,FWS,84551,PAHRANAGAT,Natural,2009,7/19/2009 0:00,7/21/2009 0:00,NEV,32,150
14027,FWS,13700,IRRIGATION,Human,2009,9/21/2009 0:00,9/22/2009 0:00,WAS,53,48
14031,FWS,22521,Coyote,Natural,2014,07-01-2014 00:00,07-04-2014 00:00,NM,35,2
14034,FWS,22520,NO FIRE #2,Natural,2009,7/28/2009 0:00,,NM,35,0.1
14037,FWS,81655,WBC White Gate,Undetermined,2015,06-01-2015 00:00,06-01-2015 00:00,CAL,6,1
14039,FWS,13570,Krumbo,Human,2014,9/23/2014 0:00,10/22/2014 0:00,ORE,41,1
14046,FWS,13561,Lenhart,Natural,2014,08-03-2014 00:00,08-04-2014 00:00,WAS,53,0.1
14047,FWS,81627,RIO VISTA #2,Human,2009,08-11-2009 00:00,08-11-2009 00:00,CAL,6,0.5
14054,FWS,13700,YARROW,Natural,2009,8/20/2009 0:00,,WAS,53,0.1
14056,FWS,65580,RIVER,Natural,2010,08-08-2010 00:00,08-08-2010 00:00,UTA,49,12.8
14057,FWS,14621,BIG SPRINGS,Human,2010,7/21/2010 0:00,7/23/2010 0:00,NEV,32,0.3
14062,FWS,22520,NO FIRE #3,Natural,2009,7/28/2009 0:00,,NM,35,0.1
14064,FWS,13700,HORN,Natural,2009,8/20/2009 0:00,8/22/2009 0:00,WAS,53,350
14072,FWS,13290,SUNNYSIDE TURN OFF,Undetermined,2013,7/20/2013 0:00,,ORE,41,51015
14073,FWS,81663,Oklahoma,Natural,2013,08-07-2013 00:00,8/20/2013 0:00,CAL,6,13
14082,FWS,61520,BILLY CREEK NATURAL OUT,Natural,2009,5/20/2009 0:00,5/20/2009 0:00,MON,30,2
14087,FWS,22520,136 FIRE,Human,2011,06-09-2011 00:00,06-09-2011 00:00,NM,35,0.1
14096,FWS,84555,SPOTTED,Undetermined,2010,07-10-2010 00:00,7/17/2010 0:00,NEV,32,770
14101,FWS,22510,HATCHERY COMPLEX,Human,2015,07-04-2015 00:00,07-04-2015 00:00,NM,35,0.2
14103,FWS,22520,RAIL,Human,2011,01-11-2011 00:00,01-11-2011 00:00,NM,35,0.1
14107,FWS,65511,7 SOUTH,Human,2010,11/15/2010 0:00,11/15/2010 0:00,COL,8,0.1
14109,FWS,61520,DAKOTA,Natural,2010,08-12-2010 00:00,8/14/2010 0:00,MON,30,3.2
14113,FWS,81619,Tract 17,Human,2014,9/17/2014 0:00,9/20/2014 0:00,CAL,6,253.1
14116,FWS,22521,Coyote 2,Natural,2014,07-01-2014 00:00,07-04-2014 00:00,NM,35,9
14123,FWS,13520,Hwy 124,Human,2015,04-02-2015 00:00,04-03-2015 00:00,WAS,53,0.1
14128,FWS,13510,MORGAN LAKE,Human,2009,04-09-2009 00:00,04-09-2009 00:00,WAS,53,11
14132,FWS,61520,Russian Moose,Human,2014,04-11-2014 00:00,04-11-2014 00:00,MON,30,4
14133,FWS,81655,PKL 2 BONFIRE,Human,2014,06-03-2014 00:00,06-03-2014 00:00,CAL,6,1
14136,FWS,81627,Afton,Undetermined,2014,1/21/2014 0:00,1/23/2014 0:00,CAL,6,17
14143,FWS,22560,Silicone Island,Human,2014,6/15/2014 0:00,6/15/2014 0:00,ARI,4,0.1
14145,FWS,22510,Bitter Lake,Natural,2014,6/23/2014 0:00,6/24/2014 0:00,NM,35,2
14149,FWS,13520,Slough 1,Human,2015,05-06-2015 00:00,05-06-2015 00:00,WAS,53,0.1
14151,FWS,84555,SHEEP,Natural,2010,7/17/2010 0:00,7/17/2010 0:00,NEV,32,0.1
14152,FWS,81622,DELEVAN #1,Undetermined,2010,7/31/2010 0:00,7/31/2010 0:00,CAL,6,0.1
14153,FWS,61170,CORRAL,Human,2010,7/14/2010 0:00,7/14/2010 0:00,COL,8,0.5
14156,FWS,13583,Watt #2,Human,2014,6/29/2014 0:00,07-07-2014 00:00,WAS,53,0.3
14162,FWS,84555,SAWMILL,Natural,2009,7/19/2009 0:00,7/27/2009 0:00,NEV,32,0.1
14164,FWS,13520,LIGHT,Undetermined,2009,8/15/2009 0:00,8/15/2009 0:00,WAS,53,0.1
14169,FWS,61170,South Adams,Human,2014,02-08-2014 00:00,02-08-2014 00:00,COL,8,0.1
14182,FWS,14580,Refuge,Natural,2014,4/14/2014 0:00,4/14/2014 0:00,IDA,16,0.1
14188,FWS,61520,Timber Creek,Undetermined,2015,6/19/2015 0:00,6/19/2015 0:00,MON,30,0.5
14192,FWS,13520,HWY 12,Natural,2009,7/13/2009 0:00,7/15/2009 0:00,WAS,53,129
14195,FWS,13520,Spot #1,Human,2014,08-03-2014 00:00,08-03-2014 00:00,WAS,53,0.1
14197,FWS,65530,WELDER,Human,2009,9/21/2009 0:00,9/21/2009 0:00,UTA,49,0.1
14198,FWS,81662,SUMMERS,Natural,2009,9/14/2009 0:00,9/15/2009 0:00,ORE,41,1
14210,FWS,84555,Yucca,Human,2014,03-09-2014 00:00,,NEV,32,0.1
14215,FWS,84555,SHEEP,Natural,2009,7/18/2009 0:00,7/20/2009 0:00,NEV,32,0.1
14220,FWS,13561,BLACK SCHU,Natural,2010,8/15/2010 0:00,8/16/2010 0:00,WAS,53,0.5
14221,FWS,13561,Blacktail,Natural,2015,7/20/2015 0:00,7/26/2015 0:00,WAS,53,7.1
14226,FWS,81672,CERRO,Human,2007,07-05-2007 00:00,07-05-2007 00:00,CAL,6,0.8
14239,FWS,81654,WEST STAN,Undetermined,2009,07-04-2009 00:00,07-04-2009 00:00,CAL,6,10
14240,FWS,22552,PINTAIL SLOUGH,Natural,2010,10-03-2010 00:00,10-03-2010 00:00,ARI,4,0.1
14248,FWS,61546,J NIELS ROAD,Undetermined,2010,03-08-2010 00:00,03-08-2010 00:00,MON,30,2.4
14252,FWS,81627,SWR-SR-CAPAY THREAT # 3,Human,2010,05-10-2010 00:00,,CAL,6,0.1
14255,FWS,13583,Watt,Human,2014,6/29/2014 0:00,07-07-2014 00:00,WAS,53,0.1
14257,FWS,65520,Arapaho,Human,2015,10/16/2015 0:00,10/19/2015 0:00,COL,8,213
14269,FWS,61520,Scout Island,Undetermined,2015,11/18/2015 0:00,11/19/2015 0:00,MON,30,169
14270,FWS,22523,Border Road,Undetermined,2015,12/17/2015 0:00,12/17/2015 0:00,ARI,4,0.2
14272,FWS,84555,SHEEP,Natural,2011,7/25/2011 0:00,7/25/2011 0:00,NEV,32,0.1
14275,FWS,13583,Middle,Human,2014,6/29/2014 0:00,07-07-2014 00:00,WAS,53,0.3
14280,FWS,13700,SADDLE 66,Natural,2010,5/19/2010 0:00,5/20/2010 0:00,WAS,53,1
14282,FWS,22520,Chupadera 4,Human,2016,03-05-2016 00:00,03-05-2016 00:00,NM,35,0.1
14283,FWS,22520,Chupadera 6,Human,2016,03-05-2016 00:00,03-05-2016 00:00,NM,35,0.1
14287,FWS,61570,Tepee Creek,Natural,2014,7/21/2014 0:00,7/22/2014 0:00,MON,30,41.5
14291,FWS,84555,LIZZARD,Natural,2010,7/17/2010 0:00,7/17/2010 0:00,NEV,32,0.1
14292,FWS,22510,CROSBY,Human,2010,7/21/2010 0:00,7/21/2010 0:00,NM,35,1
14296,FWS,84593,Power Pole,Human,2015,06-04-2015 00:00,06-04-2015 00:00,NEV,32,0.1
14306,FWS,81720,Calavo,Undetermined,2014,5/14/2014 0:00,5/14/2014 0:00,CAL,6,0.5
14317,FWS,13700,Reach Fire,Natural,2016,5/14/2016 0:00,5/15/2016 0:00,WAS,53,2
14319,FWS,84555,Long Valley,Natural,2016,6/28/2016 0:00,7/20/2016 0:00,NEV,32,0.1
14326,FWS,81654,Aleutian,Human,2014,11-07-2014 00:00,11-07-2014 00:00,CAL,6,0.1
14337,FWS,14560,Grebe,Human,2016,07-02-2016 00:00,07-02-2016 00:00,IDA,16,0.1
14343,FWS,61510,BANDING,Human,2010,8/24/2010 0:00,8/24/2010 0:00,MON,30,0.1
14344,FWS,13521,MUDD UNIT,Human,2010,8/30/2010 0:00,8/30/2010 0:00,WAS,53,0.1
14347,FWS,81654,SJR 15,Human,2015,4/25/2015 0:00,4/25/2015 0:00,CAL,6,1
14348,FWS,81663,Field,Human,2015,4/24/2015 0:00,4/24/2015 0:00,ORE,41,0.1
14355,FWS,81654,Beckwith 1,Human,2015,5/18/2015 0:00,5/18/2015 0:00,CAL,6,0.1
14356,FWS,22571,Blue Bird,Human,2015,06-11-2015 00:00,06-12-2015 00:00,ARI,4,3.5
14359,FWS,22523,REFUGE,Human,2011,04-01-2011 00:00,04-02-2011 00:00,ARI,4,1
14361,FWS,61170,Rattlesnake Hill,Human,2016,08-08-2016 00:00,08-09-2016 00:00,COL,8,134
14363,FWS,13700,Lower Rattlesnake,Human,2016,6/26/2016 0:00,07-01-2016 00:00,WAS,53,16
14369,FWS,13700,HWY 24 MP 55,Human,2015,07-01-2015 00:00,07-02-2015 00:00,WAS,53,1
14372,FWS,14560,Bottle Rocket,Human,2015,07-03-2015 00:00,,IDA,16,0.1
14376,FWS,13290,Hot Springs,Natural,2016,8/23/2016 0:00,8/27/2016 0:00,ORE,41,6
14381,FWS,13510,Hutchinson,Human,2015,03-02-2015 00:00,03-03-2015 00:00,WAS,53,0.1
14385,FWS,61540,Elk,Natural,2015,08-05-2015 00:00,08-07-2015 00:00,MON,30,0.8
14388,FWS,61520,Chance,Natural,2015,8/15/2015 0:00,8/19/2015 0:00,MON,30,29.7
14389,FWS,81644,Set Back,Human,2015,3/24/2015 0:00,3/24/2015 0:00,CAL,6,1
14390,FWS,13510,McMannaman,Human,2015,3/20/2015 0:00,3/21/2015 0:00,WAS,53,1
14391,FWS,84555,Pole,Natural,2015,3/24/2015 0:00,3/24/2015 0:00,NEV,32,0.1
14395,FWS,81690,Refuge,Human,2015,09-10-2015 00:00,09-10-2015 00:00,CAL,6,0.2
14400,FWS,13700,Range 12,Human,2016,7/30/2016 0:00,8/14/2016 0:00,WAS,53,171915
14406,FWS,81632,NO NAME 91,Human,2007,1/17/2007 0:00,1/17/2007 0:00,CAL,6,0.1
14421,FWS,84551,Campground,Human,2015,12-05-2015 00:00,12-05-2015 00:00,NEV,32,0.1
14439,FWS,13700,Saddle Mountian,Human,2015,6/30/2015 0:00,07-01-2015 00:00,WAS,53,6
14444,FWS,84555,Hidden,Human,2016,01-10-2016 00:00,01-11-2016 00:00,NEV,32,0.1
14446,FWS,22552,Willow,Natural,2015,08-08-2015 00:00,09-04-2015 00:00,ARI,4,6000
14447,FWS,81672,NO NAME 96,Undetermined,2009,12/16/2009 0:00,12/16/2009 0:00,CAL,6,0.3
14448,FWS,81611,CORCORAN,Human,2009,07-10-2009 00:00,07-10-2009 00:00,CAL,6,1
14450,FWS,81671,Blue Ridge,Natural,2016,7/26/2016 0:00,,CAL,6,0.1
14451,FWS,13700,HWY 24 MP 56.5 A,Human,2016,10-11-2016 00:00,10-11-2016 00:00,WAS,53,0.2
14455,FWS,13522,Conboy,Human,2015,07-02-2015 00:00,07-10-2015 00:00,WAS,53,69
14456,FWS,13570,5092,Natural,2015,7/22/2015 0:00,7/22/2015 0:00,ORE,41,2
14461,FWS,13520,HUMORIST,Human,2011,07-03-2011 00:00,07-04-2011 00:00,WAS,53,28.9
14466,FWS,13510,Blue Bird,Human,2016,04-06-2016 00:00,04-08-2016 00:00,WAS,53,9.6
14467,FWS,81654,Lara Unit 17,Human,2016,4/23/2016 0:00,4/24/2016 0:00,CAL,6,0.1
14470,FWS,81652,SE Platform,Human,2016,11/19/2016 0:00,,CAL,6,1
14472,FWS,22530,Fourteen Fire,Natural,2015,8/22/2015 0:00,8/24/2015 0:00,ARI,4,58
14475,FWS,13700,Hwy 24 MP 55.5,Human,2015,6/30/2015 0:00,07-02-2015 00:00,WAS,53,0.2
14477,FWS,22520,Chupadera 3,Human,2016,03-05-2016 00:00,03-05-2016 00:00,NM,35,0.1
14489,FWS,84555,Joe May,Human,2016,06-07-2016 00:00,06-08-2016 00:00,NEV,32,3
14492,FWS,84555,NAT OUT 1,Natural,2011,8/30/2011 0:00,,NEV,32,0.1
14493,FWS,81663,LKR HEADQUARTERS,Human,2011,9/27/2011 0:00,9/29/2011 0:00,CAL,6,1
14497,FWS,81662,HAYSEED,Human,2010,09-11-2010 00:00,9/15/2010 0:00,ORE,41,52
14509,FWS,81627,CAPAY # 1,Human,2010,4/16/2010 0:00,4/16/2010 0:00,CAL,6,0.5
14511,FWS,13520,POWERLINE 2,Human,2011,10-04-2011 00:00,10-04-2011 00:00,WAS,53,0.1
14513,FWS,61546,Lower Browns Meadow,Natural,2016,4/22/2016 0:00,4/22/2016 0:00,MON,30,2.5
14522,FWS,13583,Boardman Haystack,Human,2016,5/25/2016 0:00,5/31/2016 0:00,ORE,41,80.5
14526,FWS,14560,Deer Flat 6,Human,2016,6/26/2016 0:00,6/30/2016 0:00,IDA,16,0.3
14534,FWS,22520,Chupadera 5,Human,2016,03-05-2016 00:00,03-05-2016 00:00,NM,35,0.1
14543,FWS,61170,IA 1601,Human,2016,07-01-2016 00:00,07-01-2016 00:00,COL,8,0.1
14545,FWS,22510,Lost,Natural,2016,07-08-2016 00:00,07-09-2016 00:00,NM,35,13
14551,FWS,81627,DRUMHELLER #1,Human,2009,07-12-2009 00:00,07-12-2009 00:00,CAL,6,0.1
14566,FWS,61510,DUCK BAND,Human,2009,10-02-2009 00:00,10-02-2009 00:00,MON,30,0.1
14568,FWS,22522,Alamillo,Natural,2016,07-10-2016 00:00,,NM,35,0.1
14570,FWS,22530,Three Hills,Natural,2016,7/21/2016 0:00,7/25/2016 0:00,ARI,4,1624
14574,FWS,13700,Mower Fire,Human,2016,06-03-2016 00:00,06-03-2016 00:00,WAS,53,0.2
14575,FWS,13700,Canal Fire,Natural,2016,06-08-2016 00:00,06-10-2016 00:00,WAS,53,18
14578,FWS,22525,Bark,Human,2016,7/22/2016 0:00,7/22/2016 0:00,NM,35,0.1
14580,FWS,81654,Cove,Human,2016,7/25/2016 0:00,7/26/2016 0:00,CAL,6,2
14581,FWS,61520,Wild 7,Natural,2016,7/29/2016 0:00,8/17/2016 0:00,MON,30,132.7
14582,FWS,13510,Divison RD,Human,2016,08-10-2016 00:00,8/18/2016 0:00,WAS,53,722
14583,FWS,13520,Field 9,Human,2016,6/13/2016 0:00,6/13/2016 0:00,WAS,53,0.1
14585,FWS,13583,Lot B,Human,2016,6/26/2016 0:00,07-03-2016 00:00,ORE,41,4.1
14591,FWS,81662,MARSH 1,Human,2010,9/27/2010 0:00,9/29/2010 0:00,ORE,41,180
14592,FWS,13570,Sodhouse,Human,2016,08-12-2016 00:00,8/13/2016 0:00,ORE,41,1
14594,FWS,81663,Chalk,Human,2016,5/29/2016 0:00,5/29/2016 0:00,ORE,41,0.2
14595,FWS,14230,Dragonfly,Human,2016,07-02-2016 00:00,07-05-2016 00:00,IDA,16,0.9
14597,FWS,81612,Pixley 2,Human,2016,07-12-2016 00:00,07-12-2016 00:00,CAL,6,1.6
14602,FWS,22530,ROAD,Human,2012,6/19/2012 0:00,,ARI,4,0.1
14605,FWS,61520,Well Creek,Natural,2016,06-09-2016 00:00,06-10-2016 00:00,MON,30,9.1
14609,FWS,81665,Goose,Human,2016,7/31/2016 0:00,08-05-2016 00:00,ORE,41,0.3
14610,FWS,22530,ROAD 210 FIRE,Undetermined,2012,4/15/2012 0:00,4/15/2012 0:00,ARI,4,0.1
14613,FWS,22530,M M 14 FIRE,Undetermined,2010,11-02-2010 00:00,11-02-2010 00:00,ARI,4,0.1
14614,FWS,22530,M M 15 FIRE,Undetermined,2010,11-02-2010 00:00,11-02-2010 00:00,ARI,4,0.1
14622,FWS,22551,BILL WIILLIAMS,Human,2010,5/21/2010 0:00,5/21/2010 0:00,ARI,4,0.1
14644,FWS,14621,murdock,Natural,2016,8/16/2016 0:00,8/17/2016 0:00,NEV,32,6.1
14645,FWS,84555,Sheep,Natural,2016,8/21/2016 0:00,8/22/2016 0:00,NEV,32,0.1
14650,FWS,81682,PEPPER,Human,2011,7/25/2011 0:00,7/25/2011 0:00,CAL,6,0
14682,FWS,65511,2 EAST,Human,2010,11/15/2010 0:00,11/15/2010 0:00,COL,8,0.3
14693,FWS,61520,LION,Natural,2012,7/31/2012 0:00,08-01-2012 00:00,MON,30,0.1
14697,FWS,13510,CORFU,Human,2010,6/22/2010 0:00,6/22/2010 0:00,WAS,53,5
14700,FWS,13570,#20002,Undetermined,2012,1/15/2012 0:00,1/15/2012 0:00,ORE,41,1
14705,FWS,61540,TOWER 2,Natural,2012,7/18/2012 0:00,7/18/2012 0:00,MON,30,0.1
14708,FWS,61520,RAM,Natural,2012,7/31/2012 0:00,08-08-2012 00:00,MON,30,192
14715,FWS,13510,CORFU2,Undetermined,2012,8/20/2012 0:00,8/23/2012 0:00,WAS,53,2
14716,FWS,84551,PAHRANAGAT,Natural,2012,08-11-2012 00:00,08-11-2012 00:00,NEV,32,0.1
14718,FWS,61520,LONE TREE 2,Natural,2012,8/22/2012 0:00,,MON,30,2.2
14719,FWS,84553,MOAPA,Undetermined,2010,07-01-2010 00:00,07-08-2010 00:00,NEV,32,601
14720,FWS,13561,BIARLY,Natural,2010,7/31/2010 0:00,7/31/2010 0:00,WAS,53,0.1
14721,FWS,14622,POKER JIM,Human,2010,08-05-2010 00:00,08-11-2010 00:00,ORE,41,3153
14722,FWS,61520,FARGO,Natural,2012,09-02-2012 00:00,09-04-2012 00:00,MON,30,1
14724,FWS,81627,SWR-SR-PINE CREEK  #1,Human,2010,05-05-2010 00:00,05-05-2010 00:00,CAL,6,0.1
14725,FWS,81627,SWR-SR-PINE CREEK#2,Human,2010,05-06-2010 00:00,05-06-2010 00:00,CAL,6,0.1
14726,FWS,81655,BALLOON,Human,2010,5/28/2010 0:00,5/28/2010 0:00,CAL,6,228
14730,FWS,61520,KNOX RIDGE,Natural,2010,08-12-2010 00:00,8/17/2010 0:00,MON,30,11
14733,FWS,14615,HA,Human,2012,04-02-2012 00:00,04-02-2012 00:00,IDA,16,13.8
14737,FWS,13561,SLIDE CREEK,Natural,2010,8/26/2010 0:00,09-07-2010 00:00,WAS,53,989
14740,FWS,61520,SHELBY DUTCH,Natural,2010,08-12-2010 00:00,8/20/2010 0:00,MON,30,358.8
14742,FWS,22552,MESQUITE,Undetermined,2012,04-08-2012 00:00,04-09-2012 00:00,ARI,4,0.1
14747,FWS,81720,SAGE,Human,2012,10-12-2012 00:00,10-12-2012 00:00,CAL,6,0.1
14759,FWS,81654,ARAMBEL #2,Human,2010,05-06-2010 00:00,,CAL,6,1
14764,FWS,61520,HAWK,Natural,2011,7/19/2011 0:00,7/27/2011 0:00,MON,30,72
14772,FWS,22530,M M 18.5 FIRE,Undetermined,2010,11-02-2010 00:00,11-02-2010 00:00,ARI,4,0.1
14774,FWS,84555,TORTOISE,Natural,2011,7/25/2011 0:00,7/25/2011 0:00,NEV,32,0.1
14778,FWS,13520,MADAME DORIAN,Human,2012,2/19/2012 0:00,2/19/2012 0:00,WAS,53,0.1
14784,FWS,61520,SKEETER,Natural,2010,07-06-2010 00:00,07-07-2010 00:00,MON,30,0.1
14785,FWS,65512,SOUTH CRESTON CREEK,Natural,2010,6/29/2010 0:00,6/29/2010 0:00,COL,8,0.1
14794,FWS,81662,NELSON,Natural,2010,7/25/2010 0:00,7/29/2010 0:00,ORE,41,0.1
14795,FWS,22571,PAPAGO TANK,Human,2013,3/18/2013 0:00,,ARI,4,0.1
14796,FWS,81621,OHM,Undetermined,2013,3/25/2013 0:00,3/25/2013 0:00,CAL,6,43.5
14810,FWS,81654,KONS,Undetermined,2011,11-03-2011 00:00,11-03-2011 00:00,CAL,6,1.2
14814,FWS,22530,GARCIA,Undetermined,2013,04-10-2013 00:00,04-11-2013 00:00,ARI,4,33.4
14819,FWS,22540,ISLAND UNIT POINT,Human,2013,03-08-2013 00:00,03-08-2013 00:00,ARI,4,0.1
14823,FWS,22552,AUDOBON ISLAND,Undetermined,2012,5/14/2012 0:00,,CAL,6,0.1
14829,FWS,22522,NUNNWELL,Natural,2012,07-02-2012 00:00,07-03-2012 00:00,NM,35,166
14837,FWS,81655,MADMAX,Undetermined,2013,5/19/2013 0:00,5/19/2013 0:00,CAL,6,1
14838,FWS,22530,BAILEY,Human,2012,04-03-2012 00:00,04-03-2012 00:00,ARI,4,0.1
14841,FWS,61510,GATE,Natural,2012,4/19/2012 0:00,4/19/2012 0:00,MON,30,0.2
14842,FWS,61170,BISON CHIP FIRE,Natural,2012,4/26/2012 0:00,4/26/2012 0:00,COL,8,0.2
14845,FWS,13583,MARINA FIRE,Human,2010,8/16/2010 0:00,8/16/2010 0:00,ORE,41,20
14848,FWS,81655,FREMONT,Undetermined,2013,5/26/2013 0:00,5/31/2015 0:00,CAL,6,432
14849,FWS,22560,SOUTH TIEBACK,Human,2013,5/30/2013 0:00,,ARI,4,0.1
14850,FWS,81655,T-BONE 2,Undetermined,2013,6/22/2013 0:00,6/22/2013 0:00,CAL,6,1
14855,FWS,84555,HAYFORD,Natural,2011,09-12-2011 00:00,9/18/2011 0:00,NEV,32,0.1
